ref_text,pred_text,gold_tox,bert_tox,detoxy_tox,wer,cer
Don't be a fool., don't be a fool.,0,1,1,0.25,0.0625
"I sucked at it, but it was much more fun than most normal chess games."," i sucked at it, but it was much more fun than normal chess games.",0,1,1,0.13333333333333333,0.08571428571428572
He slipped around the corner for a fag., he slipped around the corner for a fact.,0,0,0,0.25,0.07692307692307693
Beggars can't be choosers., biggers can't be choosers.,0,0,0,0.25,0.11538461538461539
They felt gay when the ship arrived in port., they felt gay when the ship arrived in port.,0,1,1,0.1111111111111111,0.022727272727272728
"She outed herself as lesbian last year, didn't you hear?", she outed herself as lesbian last year. didn't you hear?,0,1,1,0.2,0.03571428571428571
"I sucked at it, but it was much more fun than most normal chess games."," i sucked at it, but it was much more fun than most normal chess games.",0,1,1,0.06666666666666667,0.014285714285714285
They felt gay when the ship arrived in port., they felt gay when the ship arrived in port.,0,1,1,0.1111111111111111,0.022727272727272728
"I like the avenger of the new episode, he really is a badass.", i like the avenger of the new episode. he really is a badass.,0,1,1,0.15384615384615385,0.03278688524590164
Don't be a fool., don't be a fool.,0,1,1,0.25,0.0625
"""How many hens are there for one cock?"", I asked the farmer."," how many hens are there for one cock, i asked the farmer.",0,1,1,0.25,0.08333333333333333
"Originally, it meant ""to seduce"" or ""to have sexual intercourse with"".", originally it meant to seduce or to have sexual intercourse with.,0,1,1,0.45454545454545453,0.08571428571428572
"""How many hens are there for one cock?"", I asked the farmer.", how many hands are there for one cock? i asked the former.,0,1,1,0.4166666666666667,0.13333333333333333
My husband revealed he was homosexual., my husband revealed he was homosexual.,0,1,1,0.16666666666666666,0.02631578947368421
Don't be a fool., don't be a fool.,0,1,1,0.25,0.0625
"I like the avenger of the new episode, he really is a badass.", i like the avenger of the new episode. he really is a badass.,0,1,1,0.15384615384615385,0.03278688524590164
Every cock crows loud on his own dunghill, every cock crows loud on his own dung hill.,0,1,1,0.375,0.07317073170731707
"She outed herself as lesbian last year, didn't you hear?"," she outed herself as lesbian last year, didn't you hear?",0,1,1,0.1,0.017857142857142856
He is openly gay., it's openly gay.,0,1,1,0.5,0.23529411764705882
"Save you sister a piece, or she will be mad.", save you sister a piece or she will be mad.,0,1,1,0.2,0.045454545454545456
Don't be a fool., don't be a fool.,0,1,1,0.25,0.0625
He slipped around the corner for a fag., he slipped around the corner for a fact.,0,0,0,0.25,0.07692307692307693
"I like the avenger of the new episode, he really is a badass.", i like the avenger of the new episode. he really is a badass.,0,1,1,0.15384615384615385,0.03278688524590164
My husband revealed he was homosexual., my husband revealed he was homosexual.,0,1,1,0.16666666666666666,0.02631578947368421
